"age" "gender" "education" "R1" "R2" "R3" "R4" "R5" "R6" "R7" "R8" "R9" "R10" "R11" "R12" "R13" "R14" "R15" "R16" "R17" "R18" "R19" "R20" "R21" "R22" "R23" "R24" "R25" "R26" "R27" "R28" "R29"
"611" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"612" 0 1 1 1 2 3 3 3 3 3 2 3 2 2 3 3 4 3 3 1 3 3 3 3 3 3 3 2 2 2 4 1
"613" 0 0 0 1 1 1 3 2 2 2 2 1 1 2 2 1 3 1 2 1 3 1 1 1 2 1 2 2 2 2 3 2
"614" 0 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 3 1 2 1 2 1 1 1 1 2 2 2 2 1 1 1
"615" 0 1 0 1 1 1 2 1 1 2 1 1 1 1 2 1 1 1 2 1 2 1 2 1 2 2 2 3 2 1 2 1
"616" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"617" 1 1 0 1 1 1 1 1 1 1 1 1 1 1 3 1 3 1 2 1 1 1 1 1 1 3 1 1 2 1 1 1
"618" 0 1 0 1 1 1 2 1 3 2 3 3 1 2 3 1 2 1 1 1 1 1 1 2 3 3 1 4 4 1 4 2
"619" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1
"620" 0 1 0 3 2 2 3 1 2 2 1 1 2 1 3 2 3 1 3 1 1 2 1 3 3 2 1 3 3 3 3 1
"621" 0 1 0 1 1 2 2 1 3 1 1 1 1 2 1 1 3 1 1 1 1 1 1 1 1 2 1 1 1 1 4 1
"622" 1 0 0 1 1 1 1 1 1 2 1 2 1 2 2 1 2 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1
"623" 0 0 1 3 2 4 3 4 4 3 3 3 3 2 3 3 3 3 4 2 3 3 3 3 4 4 3 4 4 4 3 2
"624" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"625" 1 0 0 1 1 1 2 1 1 2 1 2 1 2 2 2 2 1 2 1 3 1 1 1 2 1 2 3 2 2 2 2
"626" 1 0 0 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 2 1 1
"627" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 3 2 1 1 1
"628" 0 1 1 1 1 2 3 2 2 2 3 3 2 2 2 3 3 1 2 1 4 1 1 3 3 4 1 4 3 3 3 1
"629" 1 1 0 2 1 1 1 1 1 2 1 2 1 1 2 3 1 1 1 1 1 1 1 3 2 2 2 3 2 2 2 1
"630" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 4 1 1 1 1
"631" 1 0 0 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"632" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"633" 0 0 0 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 3 1 2 1 1 1 1
"634" 0 1 0 2 3 3 4 3 3 3 2 3 2 2 2 3 4 3 3 2 3 2 3 3 3 3 3 2 3 3 4 3
"635" 0 0 1 1 1 1 1 1 1 1 2 1 1 1 1 3 1 1 1 1 3 1 1 1 2 1 2 3 2 2 1 1
"636" 0 0 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 2 3 1 1 4 3 3 2 1
"637" 0 0 0 1 2 1 2 1 1 3 1 1 1 1 1 1 1 1 3 1 2 2 1 1 1 3 1 3 1 2 2 1
"638" 0 1 1 2 1 1 4 2 2 3 2 2 1 1 2 2 2 2 3 2 4 2 3 1 3 3 2 4 3 3 5 2
"639" 0 1 0 1 1 1 2 1 1 3 1 2 1 1 2 1 1 2 1 1 1 1 1 1 1 1 2 1 2 1 3 1
"640" 0 1 0 2 2 2 2 1 2 2 2 1 1 2 2 2 2 2 3 1 2 1 1 2 2 1 2 2 2 2 3 2
"641" 0 1 0 2 2 3 4 3 3 4 3 3 1 5 5 1 3 3 2 3 5 2 1 1 2 4 1 5 4 4 3 3
"642" 1 1 0 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1
"643" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 2 1 1 1 1 1 1 1 1 1 2 1
"644" 1 0 0 2 1 2 2 1 2 2 3 2 2 2 3 3 2 1 3 1 1 2 1 1 3 3 3 4 2 2 2 2
"645" 1 1 0 3 3 3 2 3 2 3 1 3 1 3 1 1 1 1 3 1 3 2 3 1 1 2 3 2 3 3 3 1
"646" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"647" 1 1 0 1 1 1 2 1 2 1 1 1 1 1 1 1 3 1 3 1 1 1 1 3 1 1 3 2 3 1 2 2
"648" 1 0 0 1 1 1 2 1 2 2 1 1 1 1 3 2 1 2 1 1 2 2 1 2 1 2 1 3 1 2 1 2
"649" 0 1 0 2 2 3 4 5 4 4 2 5 2 2 5 4 3 2 4 2 5 3 4 5 4 5 5 5 4 4 4 3
"650" 0 1 0 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1
"651" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 3 1 3 1 1 1 2 1 2 1 1 2 1 5 1 1 1 1
"652" 0 1 0 2 2 2 2 1 2 2 2 2 2 2 2 1 1 1 2 2 2 1 2 4 2 1 2 4 3 1 2 2
"653" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"654" 0 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"655" 0 0 0 1 1 1 1 1 1 2 2 2 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1 1 1 2 1 1
"656" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"657" 0 0 0 3 3 2 4 3 3 3 3 2 3 3 3 3 4 1 4 2 3 2 2 4 3 3 2 4 4 3 4 2
"658" 0 0 0 1 1 1 1 1 1 3 1 3 1 1 1 1 1 1 1 1 1 1 2 1 1 3 2 2 1 1 1 1
"659" 0 0 0 2 2 3 2 1 1 2 2 2 2 1 2 1 1 1 2 1 3 1 1 2 2 2 2 2 2 1 1 2
"660" 0 1 0 1 1 1 1 1 1 1 1 1 1 2 3 1 1 2 1 1 1 1 1 1 1 2 1 3 1 1 1 1
"661" 1 0 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1
"662" 0 1 0 1 1 1 1 1 1 1 1 3 1 1 2 1 1 1 3 1 1 1 1 1 2 2 1 1 1 1 2 1
"663" 0 1 0 1 2 1 1 1 1 2 3 2 1 2 1 1 1 1 1 3 1 1 2 1 2 1 3 3 1 1 1 1
"664" 1 0 0 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 2 1 2 2 2 2 1
"665" 0 0 1 1 1 1 1 1 1 3 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 1 1 2
"666" 0 1 0 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 2 1 1 1 1 1 2 1 2 2 1 2 1 1
"667" 0 1 0 2 1 3 3 2 4 4 2 2 2 3 3 3 3 1 3 1 4 2 2 1 3 3 3 4 4 3 3 2
"668" 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"669" 0 1 0 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 2 1 1 1 1 2 2 2 1 1 3 2 1 1
"670" 0 1 0 3 3 3 4 4 4 3 2 1 2 1 3 4 3 4 4 2 4 2 3 2 3 4 4 4 3 4 5 3
"671" 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 2 1 1 1 1 1 1 1 1 3 1 1 1 1
"672" 0 1 0 3 1 1 3 1 2 3 1 1 2 2 2 1 2 3 3 1 3 2 1 2 3 1 3 1 3 4 3 1
"673" 1 0 0 1 1 1 1 1 1 1 1 2 1 1 2 3 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1
"674" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"675" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 3 3 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1
"676" 0 1 0 1 1 1 1 1 2 1 4 1 1 3 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 3 3 1
"677" 0 0 0 1 1 1 1 3 1 1 1 3 1 4 3 1 1 1 3 1 2 2 3 1 1 3 4 1 3 2 3 2
"678" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1
"679" 0 0 0 4 3 4 4 4 5 3 2 3 1 3 5 3 2 3 4 2 4 4 4 2 3 2 4 5 3 3 3 3
"680" 0 0 0 2 2 1 1 1 1 2 1 1 1 2 1 1 1 2 2 1 1 1 1 1 2 2 1 2 2 1 2 2
"681" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 3 1 1 1 1
"682" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"683" 0 0 0 2 1 1 1 1 2 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 1
"684" 0 1 0 1 1 2 1 1 1 2 1 2 1 2 2 1 1 1 2 1 2 1 2 1 1 4 2 2 2 1 2 2
"685" 0 0 0 2 1 1 1 1 3 3 1 1 1 1 2 1 1 2 3 1 2 1 1 1 2 2 3 1 2 2 3 1
"686" 0 1 1 1 1 1 2 1 1 3 1 2 1 1 2 2 2 1 3 1 3 1 2 2 3 3 2 2 3 3 3 2
"687" 0 0 0 1 1 1 1 1 1 2 1 2 1 1 2 2 1 1 1 1 2 1 1 1 2 2 1 1 1 1 2 1
"688" 0 0 0 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 2 1 1 1 2 2 1 2 2 1 2 1
"689" 0 1 1 2 1 2 2 1 1 3 2 3 1 2 2 2 3 1 3 1 1 1 1 2 3 3 2 2 3 1 3 2
"690" 1 1 0 2 2 1 3 3 1 3 1 1 1 2 3 1 2 2 3 1 2 1 1 1 2 1 2 2 2 2 2 1
"691" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 3 1 1 1 3 1 1 1 1
"692" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"693" 0 0 0 1 1 1 2 1 2 2 1 1 1 1 3 1 1 1 3 1 2 1 1 1 1 3 1 3 1 1 1 1
"694" 1 0 0 1 1 1 2 1 1 2 1 2 1 1 2 1 1 1 2 1 1 1 1 1 1 2 2 2 1 2 1 1
"695" 0 1 0 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1
"696" 0 0 0 1 1 1 2 2 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 2 2 1 2 2 2 1 2 2
"697" 0 0 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 4 2 2 1 1
"698" 0 0 1 3 3 3 4 3 2 3 3 3 4 2 2 4 3 3 3 2 3 3 3 3 3 3 2 4 4 3 3 2
"699" 0 1 0 1 1 1 2 1 1 1 1 4 1 1 1 3 1 1 3 1 2 1 1 1 1 3 1 1 1 2 1 1
"700" 0 1 0 2 2 1 2 1 1 3 1 1 1 1 2 1 3 1 3 1 3 1 1 1 2 1 3 3 2 3 3 1
"701" 0 1 0 2 2 2 3 2 3 3 2 3 2 2 3 3 4 3 4 2 4 2 4 2 3 3 3 4 3 2 3 2
"702" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1
"703" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"704" 0 0 1 1 1 1 1 1 1 1 3 1 1 2 1 1 2 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1
"705" 0 0 1 1 1 1 1 1 1 2 1 1 1 3 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1
"706" 1 0 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"707" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1
"708" 0 0 1 1 1 1 1 1 1 2 3 1 1 1 1 1 1 1 1 1 3 1 1 3 1 1 1 2 1 1 1 1
"709" 0 1 1 4 4 4 5 5 4 3 4 4 4 5 3 4 4 4 4 4 3 4 4 4 4 4 4 4 3 4 4 4
"710" 0 0 0 2 2 2 2 1 1 2 1 2 1 1 2 2 2 2 2 2 1 1 1 1 2 2 1 2 2 2 2 1
"711" 0 1 0 2 1 1 2 1 1 3 3 2 1 2 3 3 2 2 3 1 1 1 1 1 3 3 2 1 1 3 3 2
"712" 0 1 0 1 1 1 3 3 2 3 1 1 1 1 2 1 1 1 2 1 3 1 1 1 1 1 2 3 1 1 2 1
"713" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 2 1
"714" 1 0 0 2 2 1 1 1 1 2 1 2 1 2 1 1 3 2 3 1 2 1 1 2 2 2 3 3 1 2 2 1
"715" 1 0 0 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 2 1 2 1 2 1 2 2 2 2 1 2 1 1
"716" 0 0 0 1 1 1 2 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 3 1 1 2 1
"717" 0 1 0 2 1 1 1 1 1 2 1 1 1 1 2 3 1 1 1 1 1 1 1 2 1 2 2 1 1 1 2 1
"718" 0 1 0 1 1 1 3 3 3 3 1 3 2 2 1 1 1 1 2 1 3 1 1 1 1 3 1 3 1 1 2 1
"719" 0 0 0 2 1 1 2 3 3 3 1 2 1 1 2 4 2 1 3 1 2 1 2 1 2 4 2 2 3 3 2 2
"720" 0 0 0 1 1 2 4 4 3 3 2 3 2 2 4 5 3 1 4 1 5 3 1 1 4 4 4 3 3 4 3 2
"721" 0 1 0 1 1 1 3 3 1 1 1 1 1 1 1 1 1 1 3 1 3 1 1 1 3 1 3 1 1 3 2 1
"722" 1 0 0 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1
"723" 0 0 0 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1
"724" 0 0 0 2 2 2 2 1 2 2 1 3 2 2 2 2 2 3 2 1 2 2 2 2 2 2 2 3 3 1 2 2
"725" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"726" 1 0 0 1 1 1 2 1 1 1 1 2 1 2 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1
"727" 1 0 0 2 1 2 2 1 2 2 3 2 2 3 2 1 2 2 2 2 3 1 3 3 1 2 2 2 2 3 2 3
"728" 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1
"729" 1 0 0 1 1 1 1 1 1 2 1 1 1 1 2 1 2 1 1 1 1 1 2 1 1 2 2 2 2 1 2 2
"730" 0 1 0 4 3 3 4 4 4 3 3 1 3 1 3 2 2 4 4 2 2 3 3 2 4 3 2 2 3 4 4 3
"731" 1 0 0 1 1 1 2 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 2 1 1 1 3 1 1 2 1
"732" 1 1 0 1 1 1 2 1 2 2 1 2 1 2 1 1 2 1 3 1 2 1 1 2 2 2 2 3 3 3 3 2
"733" 0 0 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 3 1 1 1 2 1 1 2 3 2 1 1
"734" 1 0 0 1 1 1 2 1 1 2 1 1 1 2 2 1 1 1 2 1 1 1 1 1 3 1 2 3 3 2 2 2
"735" 0 0 0 2 2 2 2 3 3 3 3 1 2 1 2 1 3 2 3 1 4 2 2 2 3 3 2 2 4 2 3 3
"736" 1 0 0 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1
"737" 0 0 0 2 2 1 3 2 2 3 1 4 1 3 4 3 1 2 4 1 5 1 1 1 3 3 2 5 2 3 3 1
"738" 0 0 0 2 1 1 1 2 2 2 1 2 1 1 1 1 2 1 2 1 2 2 3 1 1 2 2 2 3 2 2 1
"739" 0 0 0 2 2 1 2 1 2 2 1 2 1 2 2 2 2 1 2 1 2 1 1 1 2 1 1 2 2 2 2 2
"740" 1 0 0 2 2 1 2 1 2 1 1 1 1 1 2 2 1 1 2 1 2 1 2 2 2 2 2 2 1 2 2 2
"741" 0 0 0 1 1 3 1 1 1 1 1 1 2 1 2 1 1 1 2 1 3 1 1 1 3 2 2 2 2 1 2 1
"742" 1 0 0 1 1 1 1 1 1 2 1 2 1 2 2 1 3 1 1 1 1 1 1 2 1 1 1 4 2 2 2 1
"743" 1 0 0 2 2 3 2 1 2 2 2 1 2 1 2 1 2 2 2 1 2 1 2 1 2 2 3 3 2 3 3 2
"744" 0 0 0 2 1 1 2 1 3 2 2 3 2 3 3 3 2 2 2 1 1 1 2 1 2 3 3 3 3 2 2 2
"745" 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 2 1
"746" 1 0 0 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 2 1 2 1 1 1 1 2 2 3 1 2 1 1
"747" 0 1 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1 2 2 1 1 1 3 1 3 1
"748" 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 4 2 1 1 1
"749" 1 0 0 1 1 2 2 2 2 1 1 1 2 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2
"750" 0 1 0 2 2 2 3 2 1 4 3 2 1 3 3 1 3 2 4 1 1 1 3 2 3 2 2 4 4 3 4 2
"751" 1 0 0 2 2 2 2 1 1 2 1 2 2 2 1 1 2 1 2 1 1 1 2 1 1 1 1 2 1 2 2 1
"752" 1 0 0 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 3 2 3 2 1 1 1
"753" 0 0 0 2 2 2 3 2 1 3 1 3 2 2 1 2 2 3 3 2 3 2 2 2 3 2 3 2 2 2 3 2
"754" 0 1 0 1 1 2 2 1 1 4 3 2 1 2 2 2 2 2 3 1 2 2 1 2 2 2 1 5 2 3 3 2
"755" 0 0 0 1 1 1 3 2 1 3 1 1 1 2 3 2 4 1 3 1 4 3 2 2 3 3 3 3 3 3 4 1
"756" 0 0 0 2 2 2 3 3 2 2 1 2 1 3 3 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 3 2
"757" 0 1 0 2 2 2 1 2 1 2 3 2 1 2 2 1 2 2 3 1 2 1 2 2 2 2 2 3 1 2 2 1
"758" 1 0 0 1 1 1 2 1 1 1 1 3 1 2 1 2 1 1 1 1 1 1 1 2 1 1 1 4 2 1 1 1
"759" 0 1 0 1 1 1 2 1 1 2 1 1 1 3 2 1 2 1 2 1 1 1 1 1 2 1 2 3 2 1 1 1
"760" 0 0 0 3 3 3 3 1 1 3 1 2 3 1 3 1 2 1 2 2 3 2 3 1 4 4 2 1 4 3 4 1
"761" 0 1 0 3 2 1 1 1 3 3 1 1 1 1 3 1 2 1 4 1 3 1 1 1 3 4 3 5 3 3 3 1
"762" 0 0 0 1 1 1 1 1 1 2 1 2 1 2 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1
"763" 0 1 0 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 2 1 1 1
"764" 0 0 0 1 1 1 2 2 2 3 1 1 2 2 2 1 1 1 2 1 2 2 2 1 2 3 2 3 2 2 3 1
"765" 0 0 0 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1
"766" 0 1 0 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 3 2 2 2 2 3 2 2 2 3 2 2 2 2
